债券简称,成交净价,最新收益率,涨跌,加权收益率,交易量
24南航股MTN009,100.61,1.71,-3.0,1.71,
25中国银行CD029,98.39,1.5102,0.53,1.5102,
20附息国债07,134.27,2.455,2.9,2.455,
25光大银行CD112,98.39,1.5123,0.25,1.5123,
23晋能煤业MTN006,100.92,1.6701,,1.6701,
26山东债23,99.97,2.3125,-0.38,2.3125,
25萍乡创新MTN001B,102.71,2.5813,,2.5813,
25江苏银行CD190,98.76,1.6699,14.0,1.6699,
20河北债22,105.08,1.545,0.04,1.545,
18附息国债11,105.97,0.92,0.25,0.92,
24河南债19,103.46,1.6351,0.29,1.6351,
24重庆债15,102.24,1.48,-2.89,1.48,
25浦发集团SCP005,99.99,1.5999,-3.01,1.5999,
25华阳新材MTN003,100.32,1.99,,1.99,
24奔驰汽车债01,100.72,1.67,-1.0,1.67,
23农发清发01,105.02,1.705,-0.5,1.705,
25南京银行CD063,98.21,1.5151,-4.5,1.5151,
25上海华谊SCP001,100.0,1.6298,-2.67,1.6298,
22迪荡新投MTN001,100.86,1.7461,-3.24,1.7461,
24贵州债27,101.25,1.93,1.0,1.93,
26浙江债07,99.67,2.481,-0.4,2.4832,
24未来科技MTN001,102.41,2.065,,2.065,
25龙城国控SCP001,100.01,1.6599,-4.0,1.6599,
26中兴通讯MTN002,99.27,1.95,2.0,1.95,
26桐昆SCP002(科创债),100.01,1.7349,-1.5,1.7349,
26桐昆SCP002(科创债),100.01,1.7349,-1.5,1.7349,
23徐州产城MTN001,100.18,1.6296,-2.0,1.6296,
25杭州银行CD062,98.23,1.5175,1.27,1.5175,
26金合盛PPN001,100.11,2.31,-4.0,2.31,
25晋江产投MTN002,100.22,1.9447,-0.77,1.9447,
25新疆债37,100.28,2.0072,0.97,2.0072,
25万华化学MTN004(科创债),100.15,1.8073,-4.27,1.8073,
25唐山实业CP001,100.02,1.7199,,1.7199,
25南宁城投MTN002,100.68,1.82,-2.0,1.82,
22国新控股MTN002(能源保供特别债),101.39,1.695,1.0,1.695,
25中铁七局MTN001,101.49,,,,
22临空港MTN001,101.03,1.7494,-5.9,1.7494,
23华能水电GN017(科创票据),101.01,,,,
23陕延油MTN004,101.23,,,,
20云南07,106.81,1.55,,1.55,
25北京银行CD195,99.18,1.75,23.99,1.75,
24诚通控股MTN013A,104.06,2.32,1.0,2.32,
22民生银行永续债01,103.06,,,,
26宁海交通PPN001,100.13,2.1499,-2.4,2.1499,
25国电CP003,100.04,1.62,2.0,1.62,
25国电CP003,100.04,1.62,2.0,1.62,
24海尔消费债01,100.38,2.08,-8.83,2.08,
26中远海发SCP001(科创债),99.96,1.63,8.01,1.63,
24浏阳城建MTN001,103.04,1.92,,1.92,
24黑龙江02,103.49,1.6767,,1.6767,
23广西债36,108.46,1.8325,1.0,1.8325,
23汇金MTN006B,102.83,1.775,1.0,1.775,
26徽商银行CD029,99.24,1.54,-3.24,1.54,
26深圳农商银行CD022,98.85,1.545,,1.545,
25民生银行CD302,98.44,1.5451,-0.49,1.5451,
25新余城建MTN002,100.91,2.55,2.0,2.5506,
22临沂商城MTN002,100.46,1.87,-6.1,1.87,
25交通银行科创债02,100.04,1.76,1.5,1.76,
23内蒙古债29,100.81,1.2001,-5.99,1.2001,
24西安高新MTN005,100.99,1.96,-1.0,1.96,
24淄博城资MTN004A,101.52,2.125,2.5,2.125,
25重庆银行CD012,98.2,1.5195,,1.5195,
21长安银行永续债,101.23,,,,
26苏州高新MTN002,99.49,1.92,-1.0,1.92,
25胶州城投MTN002,101.06,2.02,-2.0,2.02,
24华夏金租债02BC,100.59,1.62,,1.62,
24浦发银行债02,100.82,1.58,1.0,1.58,
25鲁黄金MTN002(科创票据),100.79,,,,
24即墨城投MTN002,100.84,2.136,-1.7,2.136,
25京能洁能SCP006(科创债),100.0,1.6201,2.03,1.6201,
25光大银行CD076,98.1,1.4305,-0.33,1.4305,
15附息国债08,122.06,1.495,-1.0,1.495,
26淮安新城SCP001,99.99,1.7104,-0.01,1.7104,
24中电投MTN019,100.44,1.69,-1.59,1.69,
24中电投MTN019,100.44,1.69,-1.59,1.69,
25湖北宏泰MTN004,100.59,1.8999,-3.23,1.8999,
25义乌商品MTN001,100.58,1.8158,-0.42,1.8158,
25深投控MTN005,100.32,1.8454,1.79,1.8454,
25阜阳投资MTN001,100.42,1.8614,-3.86,1.8614,
25国航SCP005,99.99,1.5899,-6.98,1.5899,
25河北债76,100.3,1.535,,1.535,
25慢城集团MTN001,101.0,2.46,1.0,2.46,
25福建债07,98.24,1.915,1.0,1.915,
25大连银行CD039,97.91,1.5107,7.06,1.5107,
26陕西金控MTN001(科创债),100.19,2.03,-3.0,2.03,
22衡阳城投MTN002,100.86,1.7741,-2.59,1.7741,
23桂交投MTN003,100.49,1.6501,,1.6501,
20天恒置业PPN007,101.81,2.0657,-2.82,2.0657,
24远东租赁MTN005,101.09,2.16,3.0,2.16,
25湖北96,99.05,2.4353,,2.4353,
25皖交控MTN001,99.95,1.7725,1.0,1.7725,
24厦门债21,102.04,2.3525,1.5,2.3525,
26福建债06,99.17,1.8375,,1.8375,
25粤电发MTN002,101.11,1.94,,1.94,
24杭银消费债03,100.63,1.7,1.0,1.7,
22重庆农商永续债,102.44,,,,
24中英人寿永续债02,100.41,,,,
24巴斯夫MTN001BC,100.77,1.75,,1.75,
25嘉兴国资MTN001,100.4,1.84,1.0,1.84,
25平安证券CP014,100.03,1.5901,-6.0,1.5901,
22苏交通MTN006,101.77,1.7,,1.7,
25盐城东方SCP004,100.01,1.7103,,1.7103,
24诚通控股MTN009B,110.58,2.8,,2.8,
25农行TLAC非资本债01C(BC),97.84,2.2971,1.82,2.2971,
25沪港务MTN005(转型),98.35,2.28,1.0,2.28,
24国电MTN003,100.5,1.71,0.33,1.71,
26江苏银行CD034,98.85,1.55,0.25,1.55,
25农业银行CD275,98.41,1.5276,0.25,1.5276,
24工银金租债03,100.74,1.62,1.5,1.62,
26宁波银行CD028,99.62,1.5351,-2.47,1.5351,
25南昌交投MTN005,100.65,1.88,,1.88,
21内蒙古债12,128.63,2.385,2.75,2.385,
25重庆银行小微债01,100.54,1.71,0.5,1.71,
25工商银行CD228,98.43,1.5226,-0.74,1.5226,
23荆门城投MTN003,101.43,3.0515,-0.96,3.0515,
25齐鲁银行CD084,98.38,1.5401,0.02,1.5401,
25齐鲁银行CD084,98.38,1.5401,0.02,1.5401,
25天津轨交SCP003,100.0,1.6227,-2.29,1.6227,
22香城投资MTN002,100.48,1.7408,-1.36,1.7408,
17宜昌城投债,41.45,1.7699,,1.7699,
25广州控股MTN003A,100.09,,,,
26海南债05,99.58,2.51,3.49,2.51,
17吴中国太专项债,31.29,1.77,,1.77,
24怀化城投MTN002A,101.61,2.5995,,2.5995,
24伊犁财通PPN001,101.15,1.7815,-0.93,1.7815,
26贾汪城投MTN001,101.24,2.7221,2.21,2.7221,
25远东租赁MTN003,100.52,2.1088,-6.78,2.1088,
24淮北建投PPN003,101.35,2.3557,0.57,2.3557,
25巨石SCP008(科创债),100.02,1.6401,1.06,1.6401,
25工商银行CD170,98.38,1.5152,0.54,1.5152,
26广东南粤银行CD034,99.59,1.6301,,1.6301,
24深圳债10,103.7,1.845,0.5,1.845,
22广州银行二级资本债01,104.79,3.6894,0.54,3.6894,
25建德国资MTN002,100.43,1.9817,,1.9817,
21闽投MTN003,104.55,1.765,-3.5,1.765,
25南京交通ABN001优先(绿色),99.94,,,,
25华阳新材MTN008,100.09,2.05,,2.05,
25连云港PPN002,100.52,2.41,,2.41,
25金开新能GN003(碳中和债),100.15,2.04,-3.0,2.04,
23江北新区MTN011,101.21,1.7401,,1.7401,
25威海产投MTN001B,101.24,2.4563,-1.08,2.4563,
24广州工控MTN001,101.0,1.6553,-0.47,1.6553,
25中信建投CP010,100.04,1.5751,1.0,1.5751,
25立讯精工SCP007(科创债),100.05,1.6601,-1.99,1.6601,
24苏州银行01,100.63,1.64,-1.0,1.64,
25工商银行CD243,98.43,1.5249,-3.51,1.5249,
25青岛城阳MTN002,100.64,2.15,1.0,2.15,
24海诺投资MTN002,101.37,1.86,,1.86,
25杭州银行绿债01A,100.16,1.72,-0.38,1.72,
25河南债49,93.69,2.3798,,2.3798,
25江苏05,95.01,2.3375,-0.03,2.3375,
25秦农农商银行二级资本债01,99.83,2.5192,0.36,2.5192,
26华宝投资MTN001,99.67,2.01,7.0,2.01,
24粤珠江MTN008,101.65,3.4134,-18.31,3.4134,
23四川债72,105.23,1.585,0.25,1.585,
23河南债29,104.74,1.565,-1.25,1.565,
25广州地铁SCP014,100.0,1.5999,1.0,1.5999,
21北京银行永续债02,101.64,,,,
23鲁高速MTN002,100.02,1.5825,2.0,1.5825,
24光谷金控MTN002(科创票据),100.7,2.0776,-0.48,2.0776,
26广西债05,99.72,1.68,-0.25,1.68,
22武商贸集MTN001(科创票据),102.38,1.7296,-2.87,1.7296,
25南昌轨交SCP005,100.01,1.6401,-1.29,1.6401,
25青城租赁SCP002,100.04,1.8335,-6.3,1.8335,
25珠海华润银行CD066,98.81,1.55,,1.55,
24泉州台商MTN003,100.74,2.116,,2.116,
23西城投资MTN001,100.24,3.426,1.38,3.426,
22宿迁经开MTN002,100.69,1.7915,-3.85,1.7915,
24中国水务MTN001,101.02,2.3534,,2.3534,
23湔江集团债01,104.97,2.9204,-0.06,2.9204,
23兴业银行绿债01,100.15,1.5198,1.2,1.5198,
24东南国资MTN002,100.78,1.7,-4.57,1.7,
24浦发银行二级资本债01B,99.09,2.3795,3.97,2.3795,
23南阳投资PPN001,101.28,3.3755,-0.17,3.3755,
24海淀国资MTN003A,101.02,2.3506,-0.2,2.3506,
26广州高新MTN001,99.96,1.909,0.9,1.909,
25华润控股MTN003A,99.39,2.18,-7.0,2.18,
26海宁城投MTN002,100.82,2.12,-1.61,2.12,
26伊利实业SCP001(科创债),99.99,1.5798,0.92,1.5798,
24首旅MTN006,101.07,1.5431,-13.69,1.5431,
24永赢金租债01,100.99,1.4918,-1.15,1.4918,
24兆润投资MTN002,101.03,1.5423,-15.77,1.5423,
21湘江新发MTN001,100.04,1.6008,-2.95,1.6008,
26广东债12,98.74,2.51,2.25,2.51,
25德清交通MTN001,100.0,1.89,-3.81,1.89,
23中建MTN002,100.46,,,,
23四川债21,107.83,1.775,-1.25,1.775,
25交通银行CD162,98.45,1.52,-0.5,1.52,
21浙能源MTN002,100.2,1.5905,-1.91,1.5905,
20山东债75,108.72,1.585,,1.585,
25九江银行CD050,98.09,1.5203,,1.5203,
26九安医疗SCP001(科创债),100.02,1.7,-2.0,1.7,
25天津银行CD218,99.21,1.5449,-3.42,1.5449,
24龙岩投资MTN001,101.24,1.8252,,1.8252,
25中泰证券CP005,100.0,1.5814,2.7,1.5814,
21邵阳城投PPN001,100.98,1.8567,-4.21,1.8567,
24宜宾发展MTN004,101.44,2.1558,0.01,2.1558,
26常城建MTN001,100.3,2.71,,2.71,
21拉萨城投MTN001,101.61,1.7,-4.99,1.7,
25水发集团MTN016,100.38,,,,
25农业银行CD203,98.79,1.4301,0.1,1.4301,
25邹城城资PPN002,102.72,3.11,-12.34,3.11,
25承德产发PPN001(可持续挂钩),100.77,2.1835,,2.1835,
24湖北宏泰MTN001,100.85,2.214,-0.69,2.214,
23国贸房产MTN002,100.64,3.8513,,3.8513,
25广发银行CD227,98.79,1.5198,-4.04,1.5198,
21交银人寿02,100.86,4.6611,0.88,4.6611,
26鲁钢铁SCP002,100.01,1.6799,-1.01,1.6799,
24湖交投MTN003,100.41,1.923,1.0,1.923,
26宁波银行CD078,99.62,1.5201,,1.5201,
25晋能电力MTN004,100.62,2.1031,-9.69,2.1031,
25华靖资产PPN007,100.46,1.9809,-9.91,1.9809,
25大兴发展MTN001,99.93,1.77,,1.77,
25大兴发展MTN001,99.93,1.77,,1.77,
26江苏债08,99.45,2.485,2.75,2.485,
25北京农商银行CD116,98.39,1.5199,1.0,1.5199,
25威海银行绿色债,100.09,1.815,-1.5,1.815,
26国开投MTN001,99.91,1.94,-1.0,1.94,
25光大集团MTN008,100.16,1.81,1.0,1.81,
25贵州债05,100.3,2.215,1.0,2.215,
23黑龙江37,103.42,1.4675,-1.25,1.4675,
26夏商SCP004,100.0,1.6497,,1.6497,
25中远海发SCP002,99.99,1.5999,-4.03,1.5999,
25北京银行CD036,98.05,1.438,-1.25,1.438,
25静安置业SCP002,99.97,1.6799,,1.6799,
23闽高速MTN001,102.99,1.815,,1.815,
24肇庆国联MTN002,100.87,1.73,-4.0,1.73,
25平安银行CD137,99.2,1.5102,,1.5102,
25国航MTN010,100.09,1.815,-3.5,1.815,
25华电MTN002A,100.13,,,,
25北京农商银行CD140,98.79,1.5247,,1.5247,
23保利置业MTN003,100.82,2.0699,,2.0699,
23湖南债127,100.93,1.1799,-2.01,1.1799,
25黔晟国资MTN001A,100.7,1.7987,-9.74,1.7987,
22福建债39,104.37,1.475,1.0,1.475,
25泉州城建MTN002A,100.12,1.94,-2.89,1.94,
22成都环境MTN001,102.44,1.4268,-59.84,1.4268,
22重庆水务MTN003,101.63,1.9723,-1.36,1.9723,
23核能电力MTN001A,100.41,1.5999,,1.5999,
24云天化MTN004(科创票据),102.73,2.0093,-26.51,2.0093,
24开晟产业MTN002,100.59,1.7819,,1.7819,
25湘投国际SCP001,99.99,1.7101,-1.82,1.7101,
26德清农商行CD001,98.36,1.67,,1.67,
25民生银行CD084,98.28,1.5155,1.01,1.5155,
22厦门安居债01,100.27,1.9228,,1.9228,
25广发银行CD280,99.2,1.5153,,1.5153,
26立讯精工SCP001(科创债),99.99,1.68,0.99,1.68,
21安徽债17,100.61,0.8999,-4.99,0.8999,
21安徽债18,100.61,0.8999,,0.8999,
26哈尔滨银行CD034,99.59,1.6301,-0.02,1.6301,
25建设银行CD383,98.8,1.5099,,1.5099,
25北京银行小微债01,100.3,1.68,-1.0,1.68,
25镇江产投CP003,100.06,1.69,,1.69,
24中冶MTN010,101.15,,,,
24正泰MTN002(科创票据),101.21,2.1307,,2.1307,
25昭通高速PPN003,101.7,2.85,-2.38,2.85,
25中车集MTN002,100.27,1.76,,1.76,
26常德城投MTN003,99.91,1.93,3.01,1.93,
23常德城投MTN002,100.99,1.6801,-5.99,1.6801,
21东莞银行二级02,100.41,4.655,4.86,4.655,
26大连债02,99.37,1.8375,-0.25,1.8375,
26大连债04,99.37,1.8375,-0.25,1.8375,
25兴化国资MTN002,100.01,1.6502,,1.6502,
23四川债10,108.17,1.7475,0.1,1.7475,
23汇金MTN003,100.23,1.5798,1.0,1.5798,
23吉林债49,106.01,1.615,-0.5,1.615,
24南京浦口MTN001,101.15,1.7214,,1.7214,
23江西债83,108.42,1.8,0.5,1.8,
25交通银行CD291,98.85,1.52,-0.99,1.52,
20兖矿债02,100.33,1.9712,0.12,1.9712,
25上海城开MTN001,100.16,1.9157,-0.43,1.9157,
24上海银行债01,100.81,1.6,-1.0,1.6,
23顺德投资PPN001,100.6,1.71,,1.71,
26南通城建SCP001,100.0,1.63,0.04,1.63,
25华夏银行科创债01,100.0,1.78,2.0,1.78,
25中建二局MTN001(科创债),97.86,2.61,,2.61,
25东方医药PPN003,100.05,1.8637,,1.8637,
25赣州开投CP001,100.04,1.8023,-6.78,1.8023,
23盐城城镇MTN002,104.82,1.92,-1.0,1.92,
26夏商SCP002,100.0,1.6202,-1.96,1.6202,
25滨建投MTN005,100.96,2.0926,0.26,2.0926,
25云建投MTN003,100.74,1.9158,-1.26,1.9158,
22川能投MTN001,101.9,1.68,-1.0,1.68,
25光大控股MTN002,100.3,,,,
24吉利MTN006(科创票据),100.81,,,,
25龙源电力MTN006,99.85,1.79,-3.5,1.79,
23广东12,108.25,1.745,-1.2,1.745,
24丽水文旅PPN002,100.67,2.28,-0.14,2.28,
25广东债51,96.11,2.5075,,2.5075,
25广东债50,96.26,2.5,,2.5,
23人寿再保险资本补充债01,103.27,3.3766,-0.92,3.3766,
26富滇银行CD049,99.6,1.5801,,1.5801,
23中信集团MTN005A,103.56,1.8,0.5,1.8,
26湖北银行CD012,99.61,1.55,,1.55,
26辽宁债07,100.1,2.515,-0.72,2.515,
25华夏银行CD259,99.2,1.5101,-0.47,1.5101,
25鲁钢铁MTN005,101.19,1.97,,1.97,
25富滇银行CD151,98.76,1.5798,,1.5798,
24新疆债29,103.44,1.904,1.12,1.904,
25东莞银行CD186,99.21,1.5201,,1.5201,
24日照能源MTN001,100.67,1.82,-3.0,1.82,
22四川债52,107.06,1.7575,-0.48,1.7575,
23淮南建发MTN003,100.92,1.7299,,1.7299,
25广西旅发MTN002,101.06,,,,
23华阳新材MTN016,101.48,1.6901,,1.6901,
24河北债36,103.67,1.98,1.0,1.98,
24河北债44,103.26,1.975,4.25,1.975,
24南浔交通PPN005,101.08,2.3489,-1.29,2.3489,
23上海农商绿色债01,100.38,1.5499,1.0,1.5499,
23上海银行债02,100.38,1.55,1.0,1.55,
24阜阳建投MTN002,100.32,1.68,,1.68,
24农发绿债02,100.48,1.44,0.5,1.44,
25湖北债82,100.34,1.54,,1.54,
25浙交投SCP018,99.99,1.5797,-6.71,1.5797,
25中信银行CD110,98.25,1.513,0.35,1.513,
24巴中发展MTN004,100.74,2.5672,40.66,2.5672,
23嘉秀发展MTN001,100.91,1.69,,1.69,
24水发集团MTN012,100.65,2.6406,-0.11,2.6406,
25乌交旅PPN002,101.49,1.9928,-1.42,1.9928,
24东楚投资PPN001,101.35,2.7206,0.84,2.7206,
24青岛城阳PPN001,101.36,1.7849,-4.51,1.7849,
25金隅MTN005,99.67,,,,
25陕煤化MTN004,99.33,,,,
25华电江苏SCP026,100.0,1.5819,,1.5819,
23福建债16,109.57,2.3325,-0.25,2.3325,
25九江银行CD060,98.22,1.5498,,1.5498,
25云南债43,100.28,1.835,1.0,1.835,
25津南城投CP005,100.04,1.7399,-6.01,1.7399,
24中交一公MTN004,100.7,,,,
24中华财险资本补充债,98.94,3.1478,-0.22,3.1478,
26随州城建PPN001,101.65,2.7108,-16.17,2.7108,
25农业银行CD131,98.3,1.505,-1.47,1.505,
26上海银行CD010,99.23,1.5324,,1.5324,
25杭州银行CD125,98.41,1.53,-0.01,1.53,
24重庆债09,103.86,1.63,1.0,1.63,
23铁建房产GN002,100.52,3.3391,0.76,3.3391,
23泰兴城投MTN002,100.47,1.6744,-1.58,1.6744,
23临沂城发MTN002,100.09,2.8015,,2.8015,
24通汇投资MTN001,101.03,1.869,-0.68,1.869,
23西永电子MTN003,100.94,1.7326,-2.74,1.7326,
23武金控MTN002,100.8,1.7272,-7.84,1.7272,
23德达城建MTN002,100.07,1.7522,,1.7522,
23贾汪城投MTN002,101.3,1.7097,-3.06,1.7097,
25青岛上合CP002,100.07,1.7109,-3.92,1.7109,
25安东控股CP001,100.04,1.746,2.58,1.746,
25新余城建CP001,100.04,1.782,,1.782,
25光大银行CD227,98.43,1.54,0.5,1.54,
25光大银行CD221,98.43,1.54,2.0,1.54,
25上海农商银行CD105,98.64,1.9,1.0,1.9,
25上海农商银行CD105,98.64,1.9,1.0,1.9,
25徽商银行CD099,98.75,1.4317,,1.4317,
25北京农商银行CD107,98.75,1.4317,-1.83,1.4317,
24葛洲海投MTN001,101.1,1.74,-6.95,1.74,
26农业银行CD018,98.45,1.5699,,1.5699,
25光大银行CD196,98.42,1.53,1.0,1.53,
24德源投资MTN001,102.69,2.16,0.16,2.161,
24西部矿业MTN002,101.66,2.461,,2.461,
25中核华辰SCP001(科创债),100.11,1.73,-0.01,1.73,
23湖南银行01,100.46,1.5799,17.63,1.5799,
25交通银行CD210,98.8,1.515,,1.515,
10国开05,109.97,1.72,1.0,1.72,
25光大银行CD192,98.42,1.53,-6.0,1.53,
23京津冀MTN002,101.12,,,,
25石交投集MTN002,100.51,,,,
25金华城投MTN001,100.12,1.8457,,1.8457,
23江苏债20,104.57,1.6,1.0,1.6,
25江苏银行CD082,98.27,1.5246,1.43,1.5246,
25锦江国际SCP002,100.0,1.5621,1.02,1.5621,
26成都农商银行CD007,98.45,1.5699,,1.5699,
25交通银行CD276,98.83,1.53,,1.53,
25光大银行CD070,98.0,1.4336,1.0,1.4336,
26中信银行CD063,98.86,1.5249,,1.5249,
24宝马中国MTN002BC,100.81,1.8,1.0,1.8,
25工商银行CD157,98.3,1.5096,-0.02,1.5096,
26民生银行CD055,98.47,1.55,,1.55,
24昌吉州MTN002,100.78,2.15,-3.0,2.15,
25浙交投CP001,100.0,1.62,1.0,1.62,
21华润MTN001,100.95,1.6,1.0,1.6,
26珠海水务SCP001,100.0,1.6399,,1.6399,
26兴业银行CD028,98.47,1.5575,-0.5,1.5575,
25京能国际MTN006BC,100.58,,,,
25邮储银行CD041,98.45,1.5099,-0.02,1.5099,
22知识城MTN005,100.21,1.755,0.5,1.755,
22知识城MTN004,100.5,1.735,0.5,1.735,
25象屿SCP002,100.01,1.7202,-0.93,1.7202,
24渝高速MTN001,103.06,1.86,2.0,1.86,
24浙江债35,101.81,1.87,0.75,1.87,
26广州净水SCP001(科创债),99.99,1.655,,1.655,
23上海银行01,100.11,1.5202,0.54,1.5202,
25五矿集MTN021,100.76,,,,
25五矿集MTN020,100.65,,,,
24中电投MTN033B,100.47,,,,
26华能MTN001(能源保供特别债),100.18,,,,
23华阳新材MTN010,100.66,1.4971,-0.29,1.4971,
24湖北债72,102.21,1.8975,0.25,1.8975,
25长沙银行CD296,99.6,1.4453,-0.62,1.4453,
21绍兴城投MTN002(权益出资),100.11,1.7001,5.02,1.7001,
26江苏银行CD037,98.85,1.545,1.0,1.545,
25东莞农村商业银行CD140,99.6,1.4518,1.0,1.4518,
24山东债02,104.85,1.625,-0.25,1.625,
24青岛地铁PPN002,100.64,1.7398,,1.7398,
20昆高新债,40.51,1.7,-4.98,1.7,
23南昌建投MTN004,100.22,1.6397,-0.02,1.6397,
21南洋银行02,101.63,1.62,,1.62,
26广东债24,99.8,1.9825,-0.5,1.9825,
22宜兴能源PPN001,100.56,1.8036,,1.8036,
24泰州城投PPN001,103.53,2.0221,-0.52,2.0221,
25津城建MTN012,100.66,1.96,-3.0,1.96,
25津保投MTN004,100.98,1.97,-1.79,1.97,
24宜兴经开PPN001,100.55,2.1734,-0.56,2.1734,
26华夏银行CD025,98.46,1.5575,-0.76,1.5575,
23四川债76,105.79,1.585,-0.25,1.585,
23青岛债08,111.37,2.32,,2.32,
25盐城高新MTN001,100.77,1.87,-7.0,1.87,
25五矿集MTN009,100.65,,,,
24北京银行永续债01,100.82,,,,
22铁建房产MTN001,99.8,2.54,-1.0,2.54,
23金融街MTN005,100.69,3.2264,,3.2264,
23金霞发展PPN001,100.5,3.5587,,3.5587,
23湖州高新PPN002,100.83,3.1432,0.38,3.1432,
25永川高新PPN001,100.03,1.7384,-1.19,1.7384,
25淮安开发PPN003,100.04,1.7477,,1.7477,
23乌经开PPN001,100.81,1.7381,-3.63,1.7381,
24西安高新MTN007,101.27,,,,
25广西北部湾银行CD137,98.79,1.57,-5.9,1.57,
25桂林银行CD060,98.31,1.5599,,1.5599,
21临平运河PPN001,100.26,1.7137,,1.7137,
25广西北部湾银行CD097,98.32,1.5599,,1.5599,
26国网租赁SCP005,100.02,1.63,1.0,1.63,
25即墨城投SCP002,100.03,1.7093,,1.7093,
24江苏债31,100.0,2.3698,3.73,2.3698,
25日照能源SCP001,100.0,1.7601,,1.7601,
21新郑投资PPN001,100.17,1.7236,-12.96,1.7236,
25工商银行CD194,98.36,1.508,-0.68,1.508,
25浦发银行CD126,98.38,1.5152,0.02,1.5152,
24深圳特发MTN004,100.61,1.745,0.5,1.745,
25胶州城投SCP003,100.03,1.6721,-6.8,1.6721,
25建设银行CD371,98.42,1.525,-0.5,1.525,
25温州交运SCP004,99.99,1.7217,,1.7217,
24平度城投MTN001B,102.13,2.4692,-2.08,2.4692,
24济南产业PPN001,100.18,1.8203,1.06,1.8203,
25中信银行CD152,98.36,1.5148,0.49,1.5148,
25河钢集MTN006,101.2,1.9595,-2.05,1.9595,
25恒力CP004,100.04,1.9154,0.54,1.9154,
25川桥债01,100.07,2.08,2.06,2.08,
24三峡平湖MTN003,100.96,2.2488,0.79,2.2488,
26临平开投PPN001,99.87,2.218,-1.2,2.218,
26贴现国开07,99.25,1.5,1.01,1.5,
25宁沪高MTN004,100.12,1.78,-1.76,1.78,
26浙交投SCP001,99.97,1.6059,-1.41,1.6059,
25周口投资MTN001,102.14,2.4604,-0.96,2.4604,
26良渚文化PPN001,100.09,2.0796,-0.23,2.0796,
23中交二航MTN002(科创票据),100.64,,,,
24新郑投资PPN002,100.98,2.3408,0.4,2.3408,
25漯河投资PPN001,100.79,2.1704,,2.1704,
23先行控股PPN004,101.06,1.7384,-6.26,1.7384,
26珠海港MTN002(并购),100.02,2.2052,-0.48,2.2052,
25国网租赁CP009,100.03,1.6299,,1.6299,
26徽商银行CD035,98.45,1.575,1.0,1.575,
25武夷投资MTN002,100.28,2.3495,0.09,2.3495,
26山东债17,99.2,2.508,1.0,2.508,
24运和城投PPN001,101.27,2.7757,0.05,2.7757,
25中化股MTN011,100.42,,,,
25华宝投资MTN001B,101.2,2.49,,2.49,
20山西债07,112.81,1.87,0.35,1.87,
24海发宝诚MTN002,101.13,1.7635,-1.43,1.7635,
24湖南债61,99.44,2.1675,0.5,2.1675,
24连云港MTN003,103.35,,,,
24滨江城建MTN001,100.99,1.6951,-3.95,1.6951,
22附息国债10,106.89,1.585,1.0,1.585,
25交通银行CD268,99.22,1.5,-1.0,1.5,
24津城建MTN008,100.62,1.67,-3.12,1.67,
25民生银行CD119,98.36,1.5302,-0.46,1.5302,
25北京73,100.61,1.665,0.25,1.665,
26淄博城资MTN001,100.3,2.05,2.0,2.05,
25中信银行CD272,98.8,1.5148,0.48,1.5148,
24德州财金PPN002,101.24,2.2841,0.39,2.2841,
23成华棚改MTN001,100.71,1.82,-1.0,1.82,
20广东债64,105.51,1.5125,-0.98,1.5125,
25中悦一号ABN003优先,99.96,,,,
25平安银行CD125,99.2,1.51,-4.49,1.51,
26华能SCP005,100.0,1.4599,,1.4599,
25农业银行CD150,98.38,1.53,2.72,1.53,
25福建漳州MTN003,100.39,1.895,0.5,1.895,
16附息国债17,100.7,1.01,1.0,1.01,
07国债13,105.57,0.62,-3.0,0.62,
24中建投租MTN001,100.87,1.7754,1.54,1.7754,
26湖北债09,99.48,2.515,-0.1,2.515,
22天恒置业MTN003B,102.93,2.3304,-2.26,2.3304,
25长沙银行小微债01,100.31,1.71,0.62,1.71,
25昆明轨道SCP004,99.98,2.0798,-5.01,2.0798,
25农业银行CD442,98.45,1.55,1.15,1.55,
21渝高速MTN001,100.62,1.6299,-6.02,1.6299,
25江苏债40,100.76,1.67,0.64,1.67,
25山西70,100.24,1.9925,0.25,1.9925,
23苏州交投MTN001(乡村振兴),100.81,1.64,-4.01,1.64,
25韵达股份MTN003,100.24,2.09,-1.0,2.09,
23甬交投MTN002,103.11,1.8,3.0,1.8,
23大连债14,115.45,2.3875,1.0,2.3875,
23江西债51,107.43,1.7795,0.7,1.7795,
25南京银行CD216,99.22,1.5298,-6.5,1.5298,
25广东债12,100.58,2.1615,-0.33,2.1615,
25安徽13,101.29,2.183,-0.1,2.183,
25湖北12,98.09,2.17,-0.1,2.17,
24潍坊投资MTN005,91.14,4.2745,6.93,4.2745,
23浙江债29,106.44,1.7668,0.68,1.7668,
25邮储银行CD035,98.44,1.5249,,1.5249,
23新海连MTN001,100.65,1.7001,,1.7001,
21闽高速MTN008,105.2,1.81,,1.81,
26中化股SCP001,100.0,1.5892,1.0,1.5892,
23苏州银行绿色债,100.12,1.5402,1.0,1.5402,
25包钢集CP003(科创债),100.02,1.7901,1.0,1.7901,
23北京银行01,100.35,1.5299,-3.01,1.5299,
25华润控股MTN004A,99.38,2.18,-3.38,2.18,
