债券简称,成交净价,最新收益率,涨跌,加权收益率,交易量
26四川债09,99.81,2.315,,2.3188,0.2
24邯郸交投PPN003,101.44,2.2748,0.42,2.2748,0.2
18进出10,106.53,1.61,-0.25,1.61,0.2
22西盛投资PPN001,100.69,1.7941,-3.82,1.7941,0.2
26山东债17,99.2,2.508,1.0,2.508,0.2
24昆山文商MTN002,100.36,,,,0.2
24农银金租债01,100.85,1.6101,-4.99,1.6101,0.2
24江阴高新MTN001,101.16,1.7289,,1.7289,0.2
24滨江城建MTN001,100.99,1.6951,-3.95,1.6951,0.2
23中建四局MTN002(科创票据),101.46,,,,0.2
24中原环保MTN001,101.15,,,,0.2
26基石租赁MTN001,100.04,2.0787,,2.0787,0.2
22华靖资产MTN001,100.4,1.7286,-3.6,1.7286,0.2
22雨花经开MTN001,100.36,1.7302,0.02,1.7302,0.2
22香城投资MTN001,100.61,1.7275,,1.7275,0.2
23鞍钢集MTN001,101.14,,,,0.2
22青岛西海MTN001(项目收益),100.93,2.1723,,2.1728,0.2
25招商局SCP013,100.0,1.6001,-3.01,1.6001,0.2
23成华棚改MTN001,100.71,1.82,-1.0,1.82,0.2
25福州水务SCP003,99.98,1.7026,-3.82,1.7026,0.2
21江西银行永续债01,101.35,,,,0.2
25长沙银行小微债01,100.31,1.71,0.62,1.71,0.2
24陕西债24,100.63,2.3475,,2.3475,0.2
24国联MTN002,102.58,1.86,-2.0,1.86,0.2
24湖北港口MTN001,101.12,,,,0.2
25安徽13,101.29,2.183,-0.1,2.183,0.2
25湖北12,98.09,2.17,-0.1,2.17,0.2
24江苏债36,101.35,1.7007,0.07,1.7007,0.2
25包钢集CP003(科创债),100.02,1.7901,1.0,1.7901,0.2
24诚通控股MTN014(稳增长扩投资专项债),100.85,1.9,1.0,1.9,0.2
24锡产业MTN004,104.3,2.36,-7.39,2.36,0.2
24江苏债24,102.33,1.873,0.3,1.873,0.2
25江铜SCP003(科创债),99.99,1.61,-7.99,1.61,0.2
24巨化MTN001(可持续挂钩),100.94,,,,0.2
25广东债52,96.06,2.51,,2.51,0.2
25国开绿债03清发,99.75,1.615,6.63,1.615,0.2
25绍兴银行二级资本债01,100.68,2.5992,0.27,2.6005,0.2
26厦门债07,99.14,2.495,2.5,2.495,0.2
24中信银行永续债01,101.41,,,,0.2
23宣城国资MTN001,100.27,1.6799,-0.02,1.6799,0.2
21钱塘新区MTN001,100.11,1.6604,0.05,1.6604,0.2
19国开09,100.85,1.465,0.41,1.465,0.2
25中电投MTN011,100.37,,,,0.2
26华山旅游MTN002,100.0,,,,0.2
24附息国债22,100.19,1.305,1.25,1.3004,0.2
25浙商银行CD142,98.44,1.55,,1.55,0.2
23东方二级资本债01BC,104.78,3.2718,1.06,3.2718,0.2
24常交通MTN001,102.23,1.93,1.0,1.93,0.2
21金华融盛债01,101.82,1.9865,-0.99,1.9865,0.18
23农业银行三农债,99.78,3.5153,192.53,3.5153,0.18
24中信银行三农债01BC,100.23,1.9168,,1.9168,0.18
24中国银行三农债01,100.0,1.9181,30.81,1.9181,0.18
24平安银行三农债01,100.29,2.1297,47.97,2.1297,0.18
25青岛农商行永续债01,100.21,,,,0.18
25日照银行永续债01,98.81,,,,0.18
21汉口银行永续债02,101.39,,,,0.18
25园博园MTN004,100.69,1.7972,-2.28,1.7961,0.18
25中悦一号ABN003优先,99.96,,,,0.18
25滁州经开SCP001,100.0,1.6965,,1.6965,0.16
22兴瑞2C,114.53,,,,0.16
24津城建MTN010,101.23,1.7,-5.56,1.7026,0.15
22郑州地产MTN001,102.31,1.7265,-1.43,1.7265,0.15
25厦国贸控MTN007,100.45,,,,0.15
21华润控股MTN002B,100.57,1.7934,,1.7934,0.15
22武商贸集MTN001(科创票据),102.38,1.7296,-2.87,1.7296,0.15
25湖州银行永续债01,99.75,,,,0.15
25广西旅发MTN007,100.72,2.0625,0.87,2.0625,0.15
25高淳国资CP002,100.05,1.7136,,1.7136,0.15
25青岛上合CP002,100.07,1.7109,-3.92,1.7109,0.15
24淮南产业MTN001B,100.74,1.9732,,1.9732,0.15
25河钢集MTN006,101.2,1.9595,-2.05,1.9595,0.15
22临空港MTN001,101.03,1.7494,-5.9,1.7494,0.14
26美团美月2ABN004优先A,100.03,,,,0.14
25太重MTN008(科创债),100.0,,,,0.14
25兴业资产SCP005,100.0,1.6333,-4.68,1.6333,0.14
25胶州城投SCP003,100.03,1.6721,-6.8,1.6721,0.14
25恒力CP004,100.04,1.9154,0.54,1.9154,0.14
24山西文旅MTN002,101.32,1.845,,1.845,0.13
24巴中发展MTN004,100.74,2.5672,40.66,2.5672,0.13
23华电股MTN008B,100.45,,,,0.12
25赣水投MTN001,100.34,,,,0.12
25寿光金旭MTN005,100.98,2.65,-5.0,2.65,0.12
25太重MTN005(科创债),100.0,,,,0.12
25合肥科技农村商行CD021,99.17,1.6097,1.0,1.6097,0.12
25太重MTN007(科创债),100.0,2.9475,3.79,2.9475,0.12
22桐庐国资MTN001B,102.65,1.75,-1.28,1.75,0.12
23晋能山西MTN001,102.05,,,,0.12
23福建漳州MTN003,98.46,1.833,-156.93,1.7664,0.11
21新郑投资PPN001,100.17,1.7236,-12.96,1.7236,0.11
23新中泰集MTN001,101.88,1.886,3.6,1.886,0.11
24大足发展PPN003,102.96,2.0754,-6.42,2.0754,0.105
22豫投资MTN001,101.94,1.7,1.0,1.7,0.1
25四川56,100.28,1.9875,0.5,1.9875,0.1
24华发集团MTN004,99.11,3.45,-15.21,3.45,0.1
24奔驰汽车债01,100.72,1.67,-1.0,1.67,0.1
24临沂商城PPN001,103.53,3.0768,1.23,3.0768,0.1
25五矿集MTN010,100.65,,,,0.1
21邮储银行永续债01,100.09,,,,0.1
26宜昌国资MTN001,100.78,2.2766,0.69,2.2766,0.1
23徐州产城MTN001,100.18,1.6296,-2.0,1.6296,0.1
24缙云资产MTN001,101.1,2.4557,0.33,2.4557,0.1
25电网MTN018,100.09,2.259,0.9,2.259,0.1
25唐山实业CP001,100.02,1.7199,,1.7199,0.1
26景国资MTN001,100.0,2.25,1.0,2.25,0.1
25南宁城投MTN002,100.68,1.82,-2.0,1.82,0.1
25电网MTN017,100.08,2.26,1.0,2.26,0.1
25天津食品MTN001(专项乡村振兴),100.37,2.0316,,2.0316,0.1
23华能水电GN017(科创票据),101.01,,,,0.1
24诚通控股MTN013A,104.06,2.32,1.0,2.32,0.1
26宁海交通PPN001,100.13,2.1499,-2.4,2.1499,0.1
22首开MTN002,99.74,3.2707,-0.86,3.2702,0.1
25开封国投MTN001,101.0,2.01,-1.2,2.01,0.1
24浏阳城建MTN001,103.04,1.92,,1.92,0.1
22临沂商城MTN002,100.46,1.87,-6.1,1.87,0.1
24淄博城资MTN004A,101.52,2.125,2.5,2.125,0.1
24即墨城投MTN002,100.84,2.136,-1.7,2.136,0.1
25中冶MTN011,100.67,,,,0.1
24铜梁金龙PPN002,101.27,2.0025,-0.3,2.0025,0.1
25湘高速MTN009,100.11,1.8073,,1.8073,0.1
25阜阳投资MTN001,100.42,1.8614,-3.86,1.8614,0.1
25苏元禾MTN001(科创债),100.24,1.8047,-3.53,1.8047,0.1
24武清国资MTN003B,103.27,2.52,22.0,2.52,0.1
24唐山工业MTN001A,101.15,2.4066,-1.68,2.4034,0.1
26中英人寿资本补充债01,99.81,2.8413,2.72,2.8413,0.1
25鲁商MTN004,100.28,3.0337,-1.29,3.0337,0.1
24远东租赁MTN005,101.09,2.16,3.0,2.16,0.1
25湖北96,99.05,2.4353,,2.4353,0.1
24泉州台集MTN001A,100.66,2.0713,-0.18,2.0713,0.1
25粤电发MTN002,101.11,1.94,,1.94,0.1
22重庆农商永续债,102.44,,,,0.1
24巴斯夫MTN001BC,100.77,1.75,,1.75,0.1
25嘉兴国资MTN001,100.4,1.84,1.0,1.84,0.1
25沪港务MTN005(转型),98.35,2.28,1.0,2.28,0.1
24国电MTN003,100.5,1.71,0.33,1.71,0.1
24青岛金水MTN001,102.55,3.1018,,3.1013,0.1
25南昌交投MTN005,100.65,1.88,,1.88,0.1
25工商银行CD261,99.2,1.4351,-6.49,1.4351,0.1
21华润银行二级,101.64,3.5787,1.0,3.5787,0.1
20邛崃园区停车项目NPB,40.44,2.0601,,2.0601,0.1
24首钢MTN003A,100.63,1.7,-6.5,1.7,0.1
23民泰商行二级资本债01,105.12,3.8509,0.42,3.8509,0.1
25天津轨交SCP003,100.0,1.6227,-2.29,1.6227,0.1
23泰州城建MTN004,101.03,1.67,0.01,1.67,0.1
25陕建五建MTN001,100.92,3.0168,1.69,3.0168,0.1
25桂交投MTN008A,100.55,,,,0.1
17宜昌城投债,41.45,1.7699,,1.7699,0.1
25广州控股MTN003A,100.09,,,,0.1
26海南债05,99.58,2.51,3.49,2.51,0.1
17吴中国太专项债,31.29,1.77,,1.77,0.1
24怀化城投MTN002A,101.61,2.5995,,2.5995,0.1
25远东租赁MTN003,100.52,2.1088,-6.78,2.1088,0.1
25华润控股MTN001A,99.11,2.43,1.0,2.43,0.1
22广州银行二级资本债01,104.79,3.6894,0.54,3.6894,0.1
25建德国资MTN002,100.43,1.9817,,1.9817,0.1
25华阳新材MTN008,100.09,2.05,,2.05,0.1
21新余专项债02,102.39,1.99,2.5,1.99,0.1
25金开新能GN003(碳中和债),100.15,2.04,-3.0,2.04,0.1
24广州工控MTN001,101.0,1.6553,-0.47,1.6553,0.1
26盛虹科技CP001(科创债),100.0,2.6488,-0.1,2.6488,0.1
25津保投SCP008,100.0,1.6528,0.28,1.6528,0.1
25贵阳银行科创债,100.0,1.9,-7.0,1.9,0.1
24云能投MTN024,100.08,1.67,1.03,1.67,0.1
25春汾科创PPN001,100.28,2.3614,,2.3614,0.1
25青岛城阳MTN002,100.64,2.15,1.0,2.15,0.1
22重庆银行二级,102.09,3.3418,0.62,3.3418,0.1
22苏州银行永续债01,101.77,,,,0.1
24光谷产投MTN002A(科创票据),100.61,1.8167,,1.8167,0.1
22重庆债48,117.92,2.395,,2.395,0.1
21北京银行永续债02,101.64,,,,0.1
24晋能电力MTN011,100.78,2.1398,-5.02,2.1398,0.1
24平湖国资MTN002,100.45,1.9153,0.02,1.9153,0.1
24江淮建设PPN002,100.71,1.861,-3.09,1.861,0.1
23中建四局MTN001(科创票据),101.19,,,,0.1
24泉州台商MTN003,100.74,2.116,,2.116,0.1
23西城投资MTN001,100.24,3.426,1.38,3.426,0.1
25锡交通SCP009,99.99,1.7492,,1.7492,0.1
23南阳投资PPN001,101.28,3.3755,-0.17,3.3755,0.1
23德银股份债02,101.11,1.75,0.5,1.75,0.1
25越秀租赁SCP006,100.0,1.582,,1.582,0.1
26广东债12,98.74,2.51,2.25,2.51,0.1
21川发展MTN002A,100.05,1.5992,-0.2,1.5992,0.1
25靖江北辰MTN003,100.21,2.695,-2.57,2.6941,0.1
24龙岩投资MTN001,101.24,1.8252,,1.8252,0.1
24江北公用MTN001,100.81,1.97,,1.97,0.1
24山东海洋MTN001,100.95,1.76,,1.76,0.1
25水发集团MTN016,100.38,,,,0.1
25曲江金融MTN001,100.21,3.9099,0.06,3.9115,0.1
25承德产发PPN001(可持续挂钩),100.77,2.1835,,2.1835,0.1
24天恒置业MTN001,103.29,3.1848,3.2,3.1848,0.1
25中化国际MTN001,99.4,2.025,,2.025,0.1
26鲁钢铁SCP002,100.01,1.6799,-1.01,1.6799,0.1
24湖交投MTN003,100.41,1.923,1.0,1.923,0.1
24苏州高新MTN003,100.89,1.72,-5.24,1.72,0.1
25晋能电力MTN004,100.62,2.1031,-9.69,2.1031,0.1
25晋能煤业MTN018,100.44,,,,0.1
25华靖资产PPN007,100.46,1.9809,-9.91,1.9809,0.1
25泉州交通SCP005,99.99,1.6422,,1.6422,0.1
26国开投MTN001,99.91,1.94,-1.0,1.94,0.1
21大足城乡MTN001,99.86,1.95,,1.95,0.1
24光大银行三农专项债01,100.61,1.62,,1.62,0.1
23广东债58,102.38,1.4675,0.25,1.4675,0.1
22广东债49,101.72,1.345,1.0,1.345,0.1
25江苏债07,100.18,1.465,,1.465,0.1
26夏商SCP004,100.0,1.6497,,1.6497,0.1
23闽高速MTN001,102.99,1.815,,1.815,0.1
25华电MTN002A,100.13,,,,0.1
23保利置业MTN003,100.82,2.0699,,2.0699,0.1
25黔晟国资MTN001A,100.7,1.7987,-9.74,1.7987,0.1
22成都环境MTN001,102.44,1.4268,-59.84,1.4268,0.1
24开晟产业MTN002,100.59,1.7819,,1.7819,0.1
25湘投国际SCP001,99.99,1.7101,-1.82,1.7101,0.1
26立讯精工SCP001(科创债),99.99,1.68,0.99,1.68,0.1
21株洲循环债,100.18,1.9001,,1.9001,0.1
25北京银行小微债01,100.3,1.68,-1.0,1.68,0.1
25龙岩投资MTN001,100.6,1.9484,0.88,1.9484,0.1
24九合财金MTN003,104.0,2.6866,-4.34,2.6866,0.1
25昭通高速PPN003,101.7,2.85,-2.38,2.85,0.1
25融发腾达PPN001(科创票据),102.64,3.4127,13.24,3.4127,0.1
26满航ABN001优先B,100.07,,,,0.1
22瑞安债01,102.11,2.9733,,2.9733,0.1
24厦门国资MTN001,100.93,2.1322,,2.1322,0.1
24广州资管MTN002B,102.41,2.01,-1.04,2.01,0.1
26蜀道投资MTN002,99.62,1.97,3.55,1.97,0.1
25津保投MTN005,101.13,1.96,-4.0,1.96,0.1
24锦江国际MTN001,100.49,,,,0.1
24冀能股份MTN001B,101.13,1.9637,-0.69,1.9637,0.1
20兖矿债02,100.33,1.9712,0.12,1.9712,0.1
23顺德投资PPN001,100.6,1.71,,1.71,0.1
24兴化城投PPN006,100.17,1.7098,-2.82,1.7098,0.1
25澴川国资MTN001A,100.39,1.88,-1.0,1.88,0.1
26防城港发PPN001A,99.54,3.1,10.02,3.1,0.1
25津城建MTN004A,100.52,1.9237,-4.63,1.9237,0.1
22川能投MTN001,101.9,1.68,-1.0,1.68,0.1
25光大控股MTN002,100.3,,,,0.1
25溧水产投MTN001,100.32,,,,0.1
24吉利MTN006(科创票据),100.81,,,,0.1
25青岛城投MTN007,101.06,,,,0.1
25龙源电力MTN006,99.85,1.79,-3.5,1.79,0.1
25无锡君来PPN001,100.23,1.97,-1.0,1.97,0.1
21江苏04,109.14,1.585,,1.585,0.1
24济宁高新MTN002B,107.16,2.465,-0.5,2.465,0.1
24诚通控股MTN007A,104.98,2.3,1.0,2.3,0.1
25广西13,94.71,2.3825,2.21,2.3825,0.1
24日照能源MTN001,100.67,1.82,-3.0,1.82,0.1
23淮南建发MTN003,100.92,1.7299,,1.7299,0.1
25广西旅发MTN002,101.06,,,,0.1
24河北债36,103.67,1.98,1.0,1.98,0.1
25华银电力MTN002,100.16,1.8,-0.5,1.8,0.1
23富源实业MTN001,102.84,4.8678,0.09,4.8698,0.1
25陕煤化MTN004,99.33,,,,0.1
24宁经开MTN003,101.06,1.82,-2.83,1.82,0.1
25津南城投CP005,100.04,1.7399,-6.01,1.7399,0.1
24中交一公MTN004,100.7,,,,0.1
24中华财险资本补充债,98.94,3.1478,-0.22,3.1478,0.1
25国盛MTN002(科创债),100.22,1.8051,0.23,1.8051,0.1
25紫金矿业MTN005(科创债),99.88,1.7692,-1.04,1.7692,0.1
25中铁股MTN002(科创债),99.81,1.9259,-0.2,1.9259,0.1
25万华化学MTN005(科创债),100.08,1.8107,0.07,1.8107,0.1
25中石化MTN004(科创债),99.7,1.7601,-2.21,1.7601,0.1
25吉利SCP007(科创债),99.99,1.6159,-3.93,1.6159,0.1
25沈阳地铁MTN006,100.47,,,,0.1
23铁建房产GN002,100.52,3.3391,0.76,3.3391,0.1
23甘肃能化MTN001,101.01,1.7781,,1.7781,0.1
23重庆开投MTN001,100.66,3.5234,0.63,3.5234,0.1
23泰兴城投MTN002,100.47,1.6744,-1.58,1.6744,0.1
23临沂城发MTN002,100.09,2.8015,,2.8015,0.1
23西永电子MTN003,100.94,1.7326,-2.74,1.7326,0.1
23德达城建MTN002,100.07,1.7522,,1.7522,0.1
23贾汪城投MTN002,101.3,1.7097,-3.06,1.7097,0.1
25新余城建CP001,100.04,1.782,,1.782,0.1
22津渤海MTN002,101.07,1.74,-4.0,1.74,0.1
24首旅MTN007,101.05,,,,0.1
24西部矿业MTN002,101.66,2.461,,2.461,0.1
24越秀交通MTN002,100.55,1.7213,-3.87,1.7213,0.1
23湖南银行01,100.46,1.5799,17.63,1.5799,0.1
25石交投集MTN002,100.51,,,,0.1
25金华城投MTN001,100.12,1.8457,,1.8457,0.1
24宝马中国MTN002BC,100.81,1.8,1.0,1.8,0.1
25中国银行科创债01,99.98,1.66,1.0,1.66,0.1
25京能国际MTN006BC,100.58,,,,0.1
14首创集团可续期债01,101.54,,,,0.1
25象屿SCP002,100.01,1.7202,-0.93,1.7202,0.1
24渝高速MTN001,103.06,1.86,2.0,1.86,0.1
21深圳债47,109.3,1.82,,1.82,0.1
25星城发展PPN001,101.89,2.2,,2.2,0.1
25中国银行三农债01,100.41,1.695,,1.695,0.1
21绍兴城投MTN002(权益出资),100.11,1.7001,5.02,1.7001,0.1
25兴业银行CD212,99.2,1.451,0.03,1.451,0.1
25南电MTN015,100.4,1.9253,-0.31,1.9253,0.1
25济南高新CP002,100.04,1.6398,-0.01,1.6398,0.1
25五矿集MTN009,100.65,,,,0.1
23许昌投资MTN001,101.77,3.4529,,3.4529,0.1
24北京银行永续债01,100.82,,,,0.1
24重庆债17,103.31,1.64,1.0,1.64,0.1
23吴江城投MTN001,100.93,1.6599,-3.01,1.6599,0.1
23湖州高新PPN002,100.83,3.1432,0.38,3.1432,0.1
25淮安开发PPN003,100.04,1.7477,,1.7477,0.1
26天恒置业MTN001,100.0,,,,0.1
24宿迁交通MTN001,101.14,1.69,,1.69,0.1
24特变股份MTN001B,101.65,,,,0.1
21临平运河PPN001,100.26,1.7137,,1.7137,0.1
25广东债37,93.42,2.3723,1.23,2.3723,0.1
25工商银行CD194,98.36,1.508,-0.68,1.508,0.1
25连云港SCP001,100.01,1.7011,-4.87,1.7011,0.1
25五矿集MTN003,100.0,1.75,1.0,1.75,0.1
24深圳特发MTN004,100.61,1.745,0.5,1.745,0.1
25东航股SCP008,99.99,1.6198,1.0,1.6198,0.1
24荆州开发PPN002,102.03,2.4568,,2.4568,0.1
24平度城投MTN001B,102.13,2.4692,-2.08,2.4692,0.1
24济南产业PPN001,100.18,1.8203,1.06,1.8203,0.1
23三明城投PPN001,100.24,1.7418,-8.01,1.7418,0.1
26临平开投PPN001,99.87,2.218,-1.2,2.218,0.1
26贴现国开07,99.25,1.5,1.01,1.5,0.1
25周口投资MTN001,102.14,2.4604,-0.96,2.4604,0.1
23中交二航MTN002(科创票据),100.64,,,,0.1
24洪市政MTN001,107.74,2.2989,-1.11,2.2989,0.1
25漯河投资PPN001,100.79,2.1704,,2.1704,0.1
25南航集MTN003,100.54,1.815,,1.815,0.1
25闽能源MTN003,100.26,1.8,,1.8,0.1
25奔驰财务MTN001BC,100.03,1.8825,-1.25,1.8825,0.1
25中化股MTN011,100.42,,,,0.1
25华宝投资MTN001B,101.2,2.49,,2.49,0.1
24连云港MTN003,103.35,,,,0.1
24津城建MTN008,100.62,1.67,-3.12,1.67,0.1
25民生银行CD119,98.36,1.5302,-0.46,1.5302,0.1
26淄博城资MTN001,100.3,2.05,2.0,2.05,0.1
25福建漳州MTN003,100.39,1.895,0.5,1.895,0.1
26湖北债09,99.48,2.515,-0.1,2.515,0.1
26民生银行CD027,99.62,1.5302,-2.99,1.5302,0.1
23杭州国资MTN001,100.37,1.6301,-6.99,1.6301,0.1
25山西70,100.24,1.9925,0.25,1.9925,0.1
23苏州交投MTN001(乡村振兴),100.81,1.64,-4.01,1.64,0.1
25韵达股份MTN003,100.24,2.09,-1.0,2.09,0.1
23甬交投MTN002,103.11,1.8,3.0,1.8,0.1
25河钢集MTN014,100.57,1.99,-3.0,1.99,0.1
23苏州银行绿色债,100.12,1.5402,1.0,1.5402,0.1
24津沙公司PPN001,103.21,2.409,-24.6,2.409,0.1
24大唐集MTN014,101.0,,,,0.1
25晋城国资MTN007,100.31,1.83,,1.83,0.1
25大众汽车MTN001BC,100.2,1.83,1.0,1.83,0.1
23扬子国资MTN001,100.18,1.6497,-9.04,1.6497,0.1
23舟山旅游MTN001,100.53,3.1058,,3.1058,0.1
21建发集MTN002,100.32,1.7201,-1.64,1.7201,0.1
24进出口行二级资本债01A,101.08,2.0927,1.0,2.0927,0.1
22湖北债91,104.48,1.4565,0.5,1.4565,0.1
22湖北债79,104.39,1.4839,0.5,1.4839,0.1
22湖北债16,104.17,1.4752,0.5,1.4752,0.1
23安徽债81,104.84,1.57,1.0,1.57,0.1
21奉化投资PPN001,100.23,1.7098,-4.21,1.7098,0.1
23富邦华一,100.21,1.6215,,1.6215,0.1
21齐鲁银行二级01,101.27,3.9159,-0.06,3.9159,0.1
25荆门城投CP002,100.01,1.639,-10.01,1.639,0.1
25贴现国债70,99.36,1.2401,1.0,1.2401,0.1
22陕煤化MTN011,102.14,1.75,,1.75,0.1
21海南发展MTN001,100.12,1.67,-2.44,1.67,0.1
25中航租赁SCP009,100.06,1.754,-9.89,1.754,0.1
23厦门国际二级资本债01,104.21,3.2921,0.81,3.2921,0.1
21舜通MTN001,100.11,1.6704,17.17,1.6704,0.1
21嘉兴银行永续债,101.45,,,,0.09
25兴化城投PPN003,100.08,1.6756,-7.69,1.6756,0.09
24渝医药MTN001,101.41,1.7895,-2.86,1.7895,0.09
23济宁城投MTN003,101.57,1.8135,-3.65,1.8135,0.09
20农发清发02,101.53,1.54,1.5,1.54,0.09
25中铁建投MTN001A,100.22,,,,0.08
25中色MTN005A,100.38,,,,0.08
24无锡新创PPN001,101.01,2.47,22.0,2.4693,0.08
25天津环城MTN001,100.49,2.3085,,2.3085,0.08
21周口小微债02,100.31,1.8499,-0.01,1.8546,0.08
25青城租赁SCP002,100.04,1.8335,-6.3,1.8335,0.08
25四川酒业SCP003,100.02,1.9486,,1.9486,0.08
24新郑投资PPN002,100.98,2.3408,0.4,2.3408,0.08
24厦国贸控MTN011,100.37,,,,0.07
24连云港PPN001,101.93,2.3308,0.08,2.3308,0.07
22湖州城投MTN003(可持续挂钩),102.29,,,,0.07
23齐鲁银行永续债01,104.44,,,,0.07
24重庆开投MTN003,100.54,2.3123,-0.9,2.3123,0.07
24德州财金PPN002,101.24,2.2841,0.39,2.2841,0.07
25京投发展MTN001,100.1,1.9557,-1.43,1.9557,0.065
24威海城投MTN001B,103.15,2.1723,2.23,2.1723,0.065
26甘肃物流MTN001(并购),100.18,2.8815,-4.18,2.8815,0.06
25神达能源MTN002,100.99,2.3034,-0.4,2.3034,0.06
25越秀集团MTN004A,100.05,,,,0.06
24长兴经发PPN001,101.72,2.253,-0.51,2.253,0.06
24泰兴城投MTN002,101.64,2.0804,-0.63,2.0804,0.06
25商丘发展CP002,100.05,1.7612,-10.95,1.7612,0.06
25云建投MTN003,100.74,1.9158,-1.26,1.9158,0.06
24通汇投资MTN001,101.03,1.869,-0.68,1.869,0.06
25安东控股CP001,100.04,1.746,2.58,1.746,0.06
23世园投资MTN001,101.22,3.2265,,3.2265,0.06
25永川高新PPN001,100.03,1.7384,-1.19,1.7384,0.06
25日照能源SCP001,100.0,1.7601,,1.7601,0.06
25中建三局SCP005(科创债),99.96,1.6603,-0.9,1.6603,0.06
21长安银行永续债,101.23,,,,0.05
20天恒置业PPN007,101.81,2.0657,-2.82,2.0657,0.05
24绿城房产MTN002,101.96,2.3203,0.99,2.3252,0.05
25邹城城资PPN002,102.72,3.11,-12.34,3.11,0.05
25三峡文旅SCP002,100.06,1.8462,,1.8462,0.05
25东方医药PPN003,100.05,1.8637,,1.8637,0.05
25中铁置业MTN002,100.13,1.9998,-13.02,1.9998,0.05
25南宁高新MTN001,101.59,,,,0.05
25晋城国资MTN005,100.24,1.8229,0.29,1.8229,0.05
24水发集团MTN012,100.65,2.6406,-0.11,2.6406,0.05
24东楚投资PPN001,101.35,2.7206,0.84,2.7206,0.05
24青岛城阳PPN001,101.36,1.7849,-4.51,1.7849,0.05
25津国资CP001,100.07,1.7821,-3.73,1.7821,0.05
23潍坊滨投PPN001,102.77,5.3758,-0.18,5.3758,0.05
24葛洲海投MTN001,101.1,1.74,-6.95,1.74,0.05
25昆明轨道SCP004,99.98,2.0798,-5.01,2.0798,0.05
24潍坊投资MTN005,91.14,4.2745,6.93,4.2745,0.05
23福特汽车债03,101.17,1.6045,-7.71,1.6045,0.05
24光明房产MTN002,101.3,2.26,2.0,2.26,0.045
25建发地产MTN002,100.09,2.7599,,2.7599,0.04
24粤珠江MTN008,101.65,3.4134,-18.31,3.4134,0.04
23涪陵实业PPN001,101.24,3.3311,0.47,3.3311,0.04
25闽建工MTN003,100.94,,,,0.04
25滨建投MTN005,100.96,2.0926,0.26,2.0926,0.04
23昆明经开MTN001,101.78,2.1132,,2.1132,0.04
22首开MTN003,99.83,3.2731,-0.31,3.2731,0.04
22首创城发MTN001,100.45,2.8346,2.92,2.8346,0.04
24海发宝诚MTN002,101.13,1.7635,-1.43,1.7635,0.04
24光谷金控MTN002(科创票据),100.7,2.0776,-0.48,2.0776,0.035
22迪荡新投MTN001,100.86,1.7461,-3.24,1.7461,0.03
21附息国债17,107.42,1.52,2.75,1.52,0.03
24海鸿投资MTN003,100.68,,,,0.03
24海淀国资MTN003A,101.02,2.3506,-0.2,2.3506,0.03
25鲁宏桥CP006(科创债),100.06,1.75,-4.71,1.75,0.03
25赣州开投CP001,100.04,1.8023,-6.78,1.8023,0.03
25江宁科学MTN007,101.22,,,,0.03
25永川高新CP001,100.07,1.7673,,1.7673,0.03
25北京银行CD054,98.25,1.5267,1.18,1.5267,0.03
25乌交旅PPN002,101.49,1.9928,-1.42,1.9928,0.03
25华创证券CP003,100.08,1.6772,-4.59,1.6772,0.03
25温州交运SCP004,99.99,1.7217,,1.7217,0.03
22天恒置业MTN003B,102.93,2.3304,-2.26,2.3304,0.03
25新疆城建SCP002,100.16,1.821,,1.821,0.03
22河钢集GN001,99.15,1.8,,1.8,0.02
25威海产投MTN001B,101.24,2.4563,-1.08,2.4563,0.02
25嵊州交通PPN001,100.76,2.1836,-0.83,2.1836,0.02
22厦门安居债01,100.27,1.9228,,1.9228,0.02
23京津冀MTN002,101.12,,,,0.02
25即墨城投SCP002,100.03,1.7093,,1.7093,0.02
24许昌投资MTN002,101.88,2.3268,,2.3268,0.02
25淮北建投MTN005,100.61,2.4946,-0.54,2.4946,0.02
23太仓水务GN001(乡村振兴),100.36,1.6749,,1.6749,0.02
22进出11,106.44,1.829,-0.1,1.829,0.015
25邮储银行CD035,98.44,1.5249,,1.5249,0.015
23附息国债04,108.21,1.627,0.95,1.6273,0.0142
24鄂交通MTN002,100.08,,,,0.01
24厦国贸控MTN010,100.63,2.3505,0.64,2.3505,0.01
25银川通联MTN002,101.1,2.157,-0.81,2.157,0.01
23湛江建投MTN001(项目收益),100.64,3.0799,0.47,3.0799,0.01
25信达投资MTN002B,100.62,2.7957,0.65,2.7957,0.01
24鲁中投资PPN004,101.16,3.6347,0.37,3.6347,0.01
18附息国债27,105.5,1.17,3.75,1.17,0.005
23附息国债15,102.47,1.3225,0.8,1.3225,0.0024
24诚通控股MTN003A,106.83,2.29,,2.29,
22豫投资MTN001,101.94,1.7,1.0,1.7,
25邮政MTN004,100.01,1.61,-5.99,1.61,
26广州地铁SCP001,99.97,1.5999,-0.01,1.5999,
25广州地铁MTN005,98.74,2.29,,2.29,
25广西债25,100.97,1.987,,1.987,
25巴斯夫MTN001A(BC),100.35,1.87,-2.0,1.87,
25鲁钢铁MTN016B,100.34,,,,
25华夏银行CD108,98.19,1.5,-5.75,1.5,
25山东债128,99.56,2.5111,2.61,2.5111,
24河南债18,103.6,1.6326,-3.04,1.6326,
