曲线名称,日期,3月,6月,1年,3年,5年,7年,10年,30年
中债国债收益率曲线,2012-03-22,2.8347,2.8315,2.8816,2.9948,3.1863,3.4514,3.5502,4.1517
中债国债收益率曲线,2012-03-23,2.8354,2.8277,2.8528,2.9788,3.1597,3.4307,3.5267,4.1455
中债国债收益率曲线,2012-03-26,2.8299,2.8284,2.8436,2.9708,3.1676,3.4261,3.5247,4.1444
中债国债收益率曲线,2012-03-27,2.8299,2.8289,2.8436,2.9732,3.1688,3.4335,3.5403,4.1471
中债国债收益率曲线,2012-03-28,2.8034,2.8228,2.8485,2.9631,3.1521,3.4242,3.5223,4.1421
中债国债收益率曲线,2012-03-29,2.7755,2.7718,2.8336,2.9278,3.142,3.4098,3.5143,4.1391
中债国债收益率曲线,2012-03-30,2.7559,2.7682,2.8355,2.933,3.1236,3.4038,3.5054,4.1351
中债国债收益率曲线,2012-03-31,2.7562,2.7685,2.8355,2.9225,3.1236,3.4016,3.5004,4.133
中债国债收益率曲线,2012-04-01,2.7662,2.7701,2.8551,2.9252,3.1436,3.4242,3.5204,4.143
中债国债收益率曲线,2012-04-05,2.771,2.7754,2.8595,2.9163,3.1362,3.4219,3.5191,4.143
中债国债收益率曲线,2012-04-06,2.7699,2.783,2.8731,2.9152,3.1411,3.4275,3.5203,4.144
中债国债收益率曲线,2012-04-09,2.7766,2.7857,2.8698,2.9301,3.1418,3.4323,3.5352,4.1644
中债国债收益率曲线,2012-04-10,2.7569,2.7794,2.8712,2.9121,3.1307,3.422,3.5366,4.165
中债国债收益率曲线,2012-04-11,2.7569,2.7751,2.8714,2.9136,3.124,3.4337,3.5308,4.1644
中债国债收益率曲线,2012-04-12,2.7569,2.7715,2.8994,2.9222,3.1439,3.4272,3.5407,4.1865
中债国债收益率曲线,2012-04-13,2.7539,2.7715,2.8799,2.9272,3.1511,3.4218,3.5277,4.2048
中债国债收益率曲线,2012-04-16,2.7575,2.7614,2.8835,2.925,3.1529,3.4321,3.5318,4.2068
中债国债收益率曲线,2012-04-17,2.7676,2.7714,2.872,2.9235,3.1531,3.4203,3.5291,4.2056
中债国债收益率曲线,2012-04-18,2.7574,2.7614,2.8545,2.9226,3.1605,3.4247,3.5366,4.2069
中债国债收益率曲线,2012-04-19,2.7441,2.7642,2.846,2.9371,3.1733,3.4325,3.5518,4.2066
中债国债收益率曲线,2012-04-20,2.7447,2.7511,2.837,2.9303,3.1603,3.4281,3.5414,4.208
中债国债收益率曲线,2012-04-23,2.7389,2.7591,2.8473,2.922,3.1642,3.4214,3.5407,4.2074
中债国债收益率曲线,2012-04-24,2.7396,2.7514,2.8439,2.93,3.1602,3.4159,3.5302,4.2023
中债国债收益率曲线,2012-04-25,2.7712,2.7814,2.8455,2.9451,3.1577,3.4283,3.5369,4.2058
中债国债收益率曲线,2012-04-26,2.7668,2.7879,2.8489,2.9569,3.1545,3.4266,3.5357,4.2058
中债国债收益率曲线,2012-04-27,2.7652,2.7925,2.8541,2.953,3.1538,3.4162,3.5389,4.2058
中债国债收益率曲线,2012-04-28,2.7637,2.7903,2.8562,2.9582,3.1508,3.4126,3.5391,4.2058
中债国债收益率曲线,2012-05-02,2.7624,2.778,2.845,2.9672,3.1589,3.4238,3.5449,4.2072
中债国债收益率曲线,2012-05-03,2.7733,2.784,2.8496,2.989,3.1608,3.4151,3.5454,4.2071
中债国债收益率曲线,2012-05-04,2.7617,2.7871,2.8618,3.0044,3.1651,3.4285,3.5512,4.2047
中债国债收益率曲线,2012-05-07,2.7477,2.7866,2.8612,2.9972,3.1634,3.4223,3.5518,4.2048
中债国债收益率曲线,2012-05-08,2.7557,2.7729,2.8572,2.998,3.1592,3.4209,3.552,4.2049
中债国债收益率曲线,2012-05-09,2.73,2.75,2.8399,2.9778,3.1588,3.4105,3.5414,4.2095
中债国债收益率曲线,2012-05-10,2.7001,2.7025,2.7978,2.9642,3.1243,3.3994,3.5287,4.2083
中债国债收益率曲线,2012-05-11,2.6421,2.6452,2.7531,2.9248,3.0901,3.3687,3.4907,4.1885
中债国债收益率曲线,2012-05-14,2.37,2.37,2.5488,2.8044,3.0241,3.3511,3.4461,4.1636
中债国债收益率曲线,2012-05-15,2.3998,2.3616,2.4766,2.6444,2.8374,3.2572,3.405,4.1236
中债国债收益率曲线,2012-05-16,2.428,2.3679,2.4042,2.5847,2.8068,3.2049,3.3618,4.1056
中债国债收益率曲线,2012-05-17,2.3713,2.3437,2.4267,2.6848,2.8909,3.2366,3.4116,4.13
中债国债收益率曲线,2012-05-18,2.3368,2.3277,2.4196,2.6371,2.8192,3.2065,3.3614,4.1223
中债国债收益率曲线,2012-05-21,2.29,2.293,2.4317,2.6672,2.8367,3.2076,3.3866,4.1335
中债国债收益率曲线,2012-05-22,2.277,2.2894,2.3817,2.6383,2.8442,3.2245,3.3948,4.136
中债国债收益率曲线,2012-05-23,2.2556,2.2814,2.3517,2.6412,2.8404,3.2151,3.3825,4.1297
中债国债收益率曲线,2012-05-24,2.2056,2.2159,2.261,2.4928,2.7346,3.1718,3.3619,4.1197
中债国债收益率曲线,2012-05-25,2.1756,2.1825,2.2347,2.4544,2.6454,3.1186,3.3019,4.091
中债国债收益率曲线,2012-05-28,2.1819,2.1959,2.25,2.4502,2.6878,3.1681,3.3418,4.1104
中债国债收益率曲线,2012-05-29,2.187,2.199,2.25,2.4498,2.7335,3.1825,3.3718,4.1254
中债国债收益率曲线,2012-05-30,2.2189,2.2134,2.2534,2.5089,2.78,3.2002,3.3766,4.1124
中债国债收益率曲线,2012-05-31,2.17,2.18,2.2307,2.4454,2.796,3.1521,3.3443,4.1114
中债国债收益率曲线,2012-06-01,2.1633,2.1701,2.2042,2.4178,2.8199,3.1493,3.3416,4.1056
中债国债收益率曲线,2012-06-04,2.1593,2.1638,2.2,2.4221,2.8271,3.1553,3.3469,4.1006
中债国债收益率曲线,2012-06-05,2.1482,2.154,2.2104,2.4519,2.8629,3.1777,3.3568,4.1006
中债国债收益率曲线,2012-06-06,2.16,2.1624,2.2215,2.4563,2.901,3.185,3.36,4.1006
中债国债收益率曲线,2012-06-07,2.1655,2.176,2.2514,2.4644,2.8983,3.1926,3.3751,4.1076
中债国债收益率曲线,2012-06-08,2.1205,2.1264,2.1587,2.3929,2.838,3.1458,3.3101,4.0776
中债国债收益率曲线,2012-06-11,2.0711,2.1099,2.1779,2.4233,2.9186,3.1709,3.3491,4.0976
中债国债收益率曲线,2012-06-12,2.0619,2.1114,2.1889,2.4819,2.9222,3.1983,3.3747,4.1032
中债国债收益率曲线,2012-06-13,2.0826,2.1115,2.209,2.5342,2.9734,3.2117,3.3909,4.109
中债国债收益率曲线,2012-06-14,2.0832,2.1234,2.2508,2.5719,2.9909,3.2185,3.4009,4.114
中债国债收益率曲线,2012-06-15,2.0832,2.0896,2.246,2.5608,2.984,3.2045,3.3932,4.1065
中债国债收益率曲线,2012-06-18,2.0832,2.0951,2.2609,2.5996,3.0625,3.2486,3.4107,4.1153
中债国债收益率曲线,2012-06-19,2.0849,2.102,2.3308,2.6365,3.058,3.2234,3.4093,4.1139
中债国债收益率曲线,2012-06-20,2.0856,2.1074,2.3708,2.6627,3.0573,3.2223,3.4101,4.115
中债国债收益率曲线,2012-06-21,2.0823,2.0846,2.3655,2.6241,3.0301,3.2015,3.4001,4.11
中债国债收益率曲线,2012-06-25,2.0808,2.1356,2.3666,2.6384,2.9961,3.1902,3.3677,4.1
中债国债收益率曲线,2012-06-26,2.081,2.1322,2.3616,2.602,2.9631,3.1602,3.3653,4.11
中债国债收益率曲线,2012-06-27,2.111,2.1892,2.3716,2.5523,2.92,3.1222,3.3252,4.09
中债国债收益率曲线,2012-06-28,2.1004,2.2196,2.3566,2.5277,2.8981,3.1221,3.3253,4.0898
中债国债收益率曲线,2012-06-29,2.0991,2.2184,2.342,2.5235,2.9143,3.1039,3.3253,4.0934
中债国债收益率曲线,2012-07-02,2.1034,2.2187,2.347,2.5474,2.9393,3.115,3.3353,4.0943
中债国债收益率曲线,2012-07-03,2.1162,2.2261,2.3452,2.5729,2.9173,3.1113,3.3204,4.0918
中债国债收益率曲线,2012-07-04,2.1058,2.2099,2.3252,2.5491,2.9204,3.1005,3.3195,4.0893
中债国债收益率曲线,2012-07-05,2.0773,2.2014,2.3129,2.5305,2.9035,3.0964,3.3193,4.0877
中债国债收益率曲线,2012-07-06,2.0404,2.1602,2.2525,2.4879,2.8499,3.0663,3.296,4.0862
中债国债收益率曲线,2012-07-09,2.0132,2.1476,2.1979,2.4749,2.8256,3.036,3.2709,4.0849
中债国债收益率曲线,2012-07-10,1.9847,2.1288,2.2161,2.451,2.8053,3.0239,3.2549,4.0764
中债国债收益率曲线,2012-07-11,1.9799,2.1328,2.2236,2.4269,2.7841,3.0072,3.2398,4.0868
中债国债收益率曲线,2012-07-12,1.9699,2.1221,2.2287,2.4204,2.7656,3.0152,3.2502,4.0918
中债国债收益率曲线,2012-07-13,1.9674,2.1404,2.2171,2.4397,2.7706,3.0312,3.2591,4.0963
中债国债收益率曲线,2012-07-16,1.9903,2.1332,2.2353,2.4453,2.7881,3.0449,3.2752,4.1096
中债国债收益率曲线,2012-07-17,2.0105,2.14,2.2453,2.3949,2.809,3.061,3.285,4.1046
中债国债收益率曲线,2012-07-18,2.0567,2.1466,2.2513,2.3979,2.8167,3.0721,3.2858,4.1057
中债国债收益率曲线,2012-07-19,2.0484,2.1446,2.2591,2.4137,2.8136,3.0658,3.286,4.106
中债国债收益率曲线,2012-07-20,2.0893,2.1442,2.2699,2.3848,2.8045,3.0574,3.281,4.0981
中债国债收益率曲线,2012-07-23,2.1189,2.1412,2.2849,2.4083,2.8123,3.0504,3.276,4.1003
中债国债收益率曲线,2012-07-24,2.1389,2.1502,2.2891,2.4009,2.8106,3.0647,3.2759,4.1049
中债国债收益率曲线,2012-07-25,2.1446,2.1867,2.2819,2.4904,2.8137,3.0706,3.276,4.105
中债国债收益率曲线,2012-07-26,2.151,2.2191,2.278,2.578,2.8127,3.0715,3.2763,4.115
中债国债收益率曲线,2012-07-27,2.1358,2.2615,2.2977,2.6046,2.8333,3.0757,3.2764,4.1151
中债国债收益率曲线,2012-07-30,2.1592,2.265,2.2952,2.6024,2.8429,3.0775,3.2755,4.1141
中债国债收益率曲线,2012-07-31,2.1992,2.2908,2.3077,2.6257,2.8614,3.0997,3.2915,4.1216
中债国债收益率曲线,2012-08-01,2.2118,2.3108,2.3277,2.6158,2.8648,3.1065,3.2921,4.1216
中债国债收益率曲线,2012-08-02,2.2166,2.3011,2.3306,2.6212,2.8548,3.1041,3.2861,4.1196
中债国债收益率曲线,2012-08-03,2.2518,2.4012,2.3553,2.6321,2.8628,3.1102,3.2902,4.1217
中债国债收益率曲线,2012-08-06,2.2749,2.4064,2.3728,2.6602,2.8921,3.1297,3.31,4.1304
中债国债收益率曲线,2012-08-07,2.3049,2.4275,2.4078,2.6902,2.9171,3.1579,3.33,4.1404
中债国债收益率曲线,2012-08-08,2.3143,2.4499,2.4378,2.7155,2.9592,3.182,3.3545,4.1527
中债国债收益率曲线,2012-08-09,2.3362,2.4273,2.4381,2.6777,2.9504,3.1715,3.3023,4.1307
中债国债收益率曲线,2012-08-10,2.3062,2.415,2.3959,2.6567,2.9478,3.168,3.2825,4.1457
中债国债收益率曲线,2012-08-13,2.3172,2.4199,2.4134,2.6841,2.9762,3.1907,3.3029,4.1413
中债国债收益率曲线,2012-08-14,2.3568,2.4313,2.4183,2.7202,3.0012,3.2073,3.3105,4.1416
中债国债收益率曲线,2012-08-15,2.4051,2.4607,2.4572,2.7651,3.0454,3.2225,3.3402,4.1452
中债国债收益率曲线,2012-08-16,2.4262,2.4952,2.4622,2.7841,3.0555,3.2365,3.3467,4.146
中债国债收益率曲线,2012-08-17,2.4762,2.5478,2.4745,2.7841,3.0705,3.2228,3.3342,4.1442
中债国债收益率曲线,2012-08-20,2.5662,2.6427,2.5216,2.8616,3.0813,3.266,3.3564,4.1492
中债国债收益率曲线,2012-08-21,2.6216,2.633,2.5566,2.8905,3.0972,3.2796,3.3578,4.1517
中债国债收益率曲线,2012-08-22,2.6328,2.6413,2.5814,2.935,3.173,3.3175,3.3935,4.1605
中债国债收益率曲线,2012-08-23,2.6528,2.6284,2.63,2.9254,3.122,3.2913,3.3702,4.1607
中债国债收益率曲线,2012-08-24,2.6469,2.6281,2.6275,2.9152,3.0614,3.2296,3.3364,4.1564
中债国债收益率曲线,2012-08-27,2.6069,2.6224,2.6412,2.9328,3.0715,3.2213,3.3498,4.158
中债国债收益率曲线,2012-08-28,2.5469,2.5643,2.6863,2.9594,3.0816,3.2348,3.3634,4.158
中债国债收益率曲线,2012-08-29,2.5469,2.5623,2.6963,2.9784,3.0815,3.249,3.3943,4.1657
中债国债收益率曲线,2012-08-30,2.5269,2.5483,2.6917,2.9813,3.0971,3.2596,3.3904,4.1647
中债国债收益率曲线,2012-08-31,2.5269,2.5724,2.6806,2.9766,3.1063,3.2572,3.3928,4.1597
中债国债收益率曲线,2012-09-03,2.4995,2.5394,2.6775,2.9402,3.0954,3.2609,3.4001,4.1606
中债国债收益率曲线,2012-09-04,2.4879,2.5079,2.6251,2.9041,3.0727,3.2621,3.3836,4.1616
中债国债收益率曲线,2012-09-05,2.4888,2.5116,2.6255,2.925,3.0762,3.2778,3.3887,4.1643
中债国债收益率曲线,2012-09-06,2.4927,2.5179,2.6155,2.9389,3.0761,3.2932,3.3963,4.1626
中债国债收益率曲线,2012-09-07,2.4933,2.5403,2.6364,2.9879,3.1258,3.3378,3.4162,4.1676
中债国债收益率曲线,2012-09-10,2.523,2.5472,2.6475,3.0498,3.1826,3.4006,3.4611,4.1726
中债国债收益率曲线,2012-09-11,2.5035,2.5601,2.6574,3.076,3.203,3.4025,3.4714,4.1751
中债国债收益率曲线,2012-09-12,2.5948,2.6573,2.7023,3.165,3.2645,3.4406,3.4909,4.1776
中债国债收益率曲线,2012-09-13,2.5977,2.6894,2.7365,3.1784,3.2689,3.4264,3.4834,4.1701
中债国债收益率曲线,2012-09-14,2.6571,2.7,2.7984,3.2262,3.3079,3.4721,3.5485,4.1782
中债国债收益率曲线,2012-09-17,2.6934,2.7197,2.7984,3.2586,3.3521,3.5065,3.5717,4.1804
中债国债收益率曲线,2012-09-18,2.6892,2.7277,2.8022,3.1967,3.2963,3.4469,3.5216,4.1741
中债国债收益率曲线,2012-09-19,2.7193,2.737,2.8022,3.2096,3.3072,3.4418,3.5166,4.1735
中债国债收益率曲线,2012-09-20,2.6954,2.736,2.8271,3.1877,3.2823,3.42,3.5171,4.1736
中债国债收益率曲线,2012-09-21,2.7027,2.7461,2.8401,3.1539,3.2806,3.4221,3.4998,4.1661
中债国债收益率曲线,2012-09-24,2.7215,2.7592,2.8401,3.154,3.2891,3.431,3.4956,4.1643
中债国债收益率曲线,2012-09-25,2.7129,2.7593,2.8485,3.0961,3.2434,3.3813,3.4676,4.1637
中债国债收益率曲线,2012-09-26,2.7131,2.7422,2.8318,3.0563,3.1764,3.3536,3.4444,4.1737
中债国债收益率曲线,2012-09-27,2.7184,2.7422,2.8121,3.0548,3.1495,3.3738,3.4525,4.1837
中债国债收益率曲线,2012-09-28,2.716,2.7289,2.7921,3.0573,3.1719,3.3806,3.4575,4.1887
中债国债收益率曲线,2012-09-29,2.7201,2.7234,2.7921,3.0665,3.1738,3.3827,3.4574,4.1887
中债国债收益率曲线,2012-10-08,2.7025,2.706,2.7845,3.0865,3.2033,3.4173,3.4814,4.2007
中债国债收益率曲线,2012-10-09,2.7203,2.721,2.7844,3.0906,3.2048,3.4283,3.4921,4.2107
中债国债收益率曲线,2012-10-10,2.7067,2.691,2.7644,3.1014,3.2158,3.4333,3.5036,4.2163
中债国债收益率曲线,2012-10-11,2.6936,2.69,2.762,3.0779,3.2068,3.4314,3.499,4.2139
中债国债收益率曲线,2012-10-12,2.682,2.6852,2.7543,3.0534,3.184,3.4197,3.4807,4.2052
中债国债收益率曲线,2012-10-15,2.6894,2.6934,2.7511,3.0436,3.1704,3.4229,3.473,4.1905
中债国债收益率曲线,2012-10-16,2.7231,2.7272,2.7641,3.0355,3.1879,3.4442,3.4903,4.1992
中债国债收益率曲线,2012-10-17,2.7703,2.7744,2.8441,3.0575,3.1992,3.4514,3.5036,4.2024
中债国债收益率曲线,2012-10-18,2.7845,2.7745,2.8971,3.0599,3.2001,3.4681,3.519,4.2061
中债国债收益率曲线,2012-10-19,2.8934,2.813,2.922,3.077,3.2148,3.4723,3.535,4.2061
中债国债收益率曲线,2012-10-22,2.8854,2.8111,2.905,3.055,3.2115,3.4654,3.5293,4.2059
中债国债收益率曲线,2012-10-23,2.8994,2.821,2.9061,3.0597,3.2133,3.4684,3.5454,4.2059
中债国债收益率曲线,2012-10-24,2.9074,2.8205,2.9421,3.084,3.2257,3.4783,3.5478,4.2065
中债国债收益率曲线,2012-10-25,2.9275,2.8166,2.9764,3.0849,3.2291,3.4769,3.5672,4.2109
中债国债收益率曲线,2012-10-26,2.944,2.8666,2.9766,3.0813,3.2378,3.479,3.5727,4.2124
中债国债收益率曲线,2012-10-29,2.9203,2.9015,2.9848,3.0793,3.2228,3.4798,3.5668,4.2113
中债国债收益率曲线,2012-10-30,2.8683,2.8451,2.9533,3.0503,3.2103,3.471,3.5648,4.2013
中债国债收益率曲线,2012-10-31,2.7921,2.8315,2.9327,3.04,3.2152,3.4809,3.5739,4.2049
中债国债收益率曲线,2012-11-01,2.829,2.8316,2.9429,3.0753,3.2353,3.5058,3.5984,4.2049
中债国债收益率曲线,2012-11-02,2.929,2.8365,2.9555,3.092,3.2164,3.5054,3.5852,4.2049
中债国债收益率曲线,2012-11-05,2.909,2.8415,2.9475,3.0869,3.206,3.4938,3.5872,4.1949
中债国债收益率曲线,2012-11-06,2.8993,2.8415,2.9438,3.0857,3.2,3.504,3.5771,4.1922
中债国债收益率曲线,2012-11-07,2.8793,2.8315,2.9341,3.0786,3.1994,3.506,3.5644,4.1873
中债国债收益率曲线,2012-11-08,2.8816,2.8216,2.9423,3.0637,3.1943,3.4867,3.5609,4.1898
中债国债收益率曲线,2012-11-09,2.8784,2.8099,2.9377,3.044,3.1833,3.4706,3.5594,4.1898
中债国债收益率曲线,2012-11-12,2.8795,2.8108,2.9424,3.0492,3.1902,3.4781,3.5585,4.1883
中债国债收益率曲线,2012-11-13,2.8871,2.8107,2.9224,3.0492,3.1761,3.4633,3.547,4.1857
中债国债收益率曲线,2012-11-14,2.8838,2.8107,2.9188,3.0498,3.1711,3.448,3.5356,4.1843
中债国债收益率曲线,2012-11-15,2.8576,2.8106,2.9152,3.045,3.1686,3.4353,3.5279,4.1893
中债国债收益率曲线,2012-11-16,2.8573,2.8015,2.8886,3.0353,3.1492,3.4233,3.5133,4.1874
中债国债收益率曲线,2012-11-19,2.8534,2.8055,2.8633,2.9953,3.1259,3.4068,3.501,4.1874
中债国债收益率曲线,2012-11-20,2.8277,2.8055,2.8263,2.9965,3.1286,3.4143,3.5111,4.1884
中债国债收益率曲线,2012-11-21,2.8241,2.8142,2.8116,2.9865,3.1454,3.4314,3.5205,4.1896
中债国债收益率曲线,2012-11-22,2.829,2.8142,2.8216,2.9856,3.1781,3.4444,3.5357,4.1918
中债国债收益率曲线,2012-11-23,2.8154,2.8142,2.8231,2.9959,3.1801,3.4449,3.5428,4.1948
中债国债收益率曲线,2012-11-26,2.8255,2.8212,2.8399,3.0156,3.1852,3.4549,3.5511,4.1973
中债国债收益率曲线,2012-11-27,2.8355,2.8271,2.8439,3.0216,3.2047,3.4581,3.557,4.1923
中债国债收益率曲线,2012-11-28,2.8453,2.8371,2.8315,3.0186,3.2313,3.455,3.5535,4.1923
中债国债收益率曲线,2012-11-29,2.8577,2.8337,2.8665,3.0317,3.2474,3.4414,3.5311,4.1923
中债国债收益率曲线,2012-11-30,2.8617,2.8245,2.8834,3.0534,3.2636,3.439,3.5332,4.1947
中债国债收益率曲线,2012-12-03,2.8664,2.8274,2.8744,3.0659,3.2647,3.4562,3.5397,4.1947
中债国债收益率曲线,2012-12-04,2.8913,2.8374,2.8815,3.0904,3.2795,3.4593,3.5498,4.1991
中债国债收益率曲线,2012-12-05,2.8923,2.8574,2.9106,3.1104,3.2912,3.4648,3.5622,4.2006
中债国债收益率曲线,2012-12-06,2.8714,2.8574,2.8986,3.1538,3.2912,3.469,3.558,4.2
中债国债收益率曲线,2012-12-07,2.8714,2.8615,2.8952,3.1591,3.3014,3.4702,3.5689,4.2
中债国债收益率曲线,2012-12-10,2.8714,2.8715,2.8975,3.1651,3.308,3.472,3.5707,4.2018
中债国债收益率曲线,2012-12-11,2.8715,2.8716,2.8999,3.162,3.3009,3.4648,3.5658,4.1994
中债国债收益率曲线,2012-12-12,2.8716,2.8816,2.9089,3.1522,3.293,3.4645,3.5666,4.2002
中债国债收益率曲线,2012-12-13,2.8416,2.8544,2.9007,3.1446,3.2875,3.456,3.5649,4.2002
中债国债收益率曲线,2012-12-14,2.8162,2.8509,2.8919,3.1585,3.2911,3.4683,3.5781,4.2035
中债国债收益率曲线,2012-12-17,2.7941,2.8484,2.8937,3.1562,3.3003,3.47,3.5814,4.2039
中债国债收益率曲线,2012-12-18,2.8141,2.8442,2.9114,3.1518,3.289,3.4768,3.5843,4.2014
中债国债收益率曲线,2012-12-19,2.8141,2.844,2.9063,3.1517,3.2906,3.4849,3.5942,4.2039
中债国债收益率曲线,2012-12-20,2.8341,2.864,2.9102,3.1576,3.2976,3.496,3.6086,4.2045
中债国债收益率曲线,2012-12-21,2.8342,2.863,2.9179,3.157,3.2958,3.4958,3.606,4.2043
中债国债收益率曲线,2012-12-24,2.8503,2.862,2.9375,3.1595,3.2986,3.4951,3.6009,4.203
中债国债收益率曲线,2012-12-25,2.848,2.872,2.9178,3.1569,3.3025,3.4888,3.5955,4.2016
中债国债收益率曲线,2012-12-26,2.853,2.8541,2.9278,3.1528,3.2821,3.4812,3.5925,4.201
中债国债收益率曲线,2012-12-27,2.8475,2.8516,2.9073,3.1262,3.251,3.4656,3.5803,4.201
中债国债收益率曲线,2012-12-28,2.7882,2.8016,2.8985,3.1001,3.2335,3.4655,3.5752,4.1997
中债国债收益率曲线,2012-12-31,2.7821,2.7967,2.905,3.0956,3.2227,3.4658,3.5738,4.1997
中债国债收益率曲线,2013-01-04,2.7876,2.7967,2.9189,3.136,3.2723,3.5029,3.6062,4.2035
中债国债收益率曲线,2013-01-05,2.7486,2.7717,2.8768,3.0942,3.2541,3.4961,3.6003,4.2026
中债国债收益率曲线,2013-01-06,2.7178,2.7273,2.8688,3.0983,3.24,3.5002,3.595,4.2021
中债国债收益率曲线,2013-01-07,2.7277,2.7136,2.8689,3.0912,3.2407,3.495,3.5965,4.2023
中债国债收益率曲线,2013-01-08,2.6878,2.6829,2.8498,3.0646,3.2183,3.4743,3.5943,4.2023
中债国债收益率曲线,2013-01-09,2.6975,2.6982,2.8341,3.0536,3.2143,3.4673,3.575,4.2023
中债国债收益率曲线,2013-01-10,2.6973,2.7032,2.8547,3.0741,3.2393,3.4907,3.595,4.2045
中债国债收益率曲线,2013-01-11,2.7016,2.7074,2.8648,3.0869,3.2607,3.512,3.5999,4.205
中债国债收益率曲线,2013-01-14,2.6369,2.675,2.8361,3.099,3.2564,3.5112,3.6023,4.2053
中债国债收益率曲线,2013-01-15,2.6467,2.675,2.7995,3.09,3.2489,3.5014,3.6008,4.2051
中债国债收益率曲线,2013-01-16,2.6319,2.665,2.811,3.0964,3.2497,3.5035,3.6047,4.2054
中债国债收益率曲线,2013-01-17,2.6301,2.655,2.8111,3.0911,3.2353,3.4991,3.5986,4.2044
中债国债收益率曲线,2013-01-18,2.6084,2.6299,2.7811,3.0784,3.213,3.4896,3.5834,4.2026
中债国债收益率曲线,2013-01-21,2.6117,2.6309,2.8002,3.0729,3.2057,3.4745,3.5743,4.2013
中债国债收益率曲线,2013-01-22,2.6191,2.6363,2.7902,3.0729,3.2086,3.4698,3.5705,4.2009
中债国债收益率曲线,2013-01-23,2.6664,2.6662,2.8373,3.0968,3.2293,3.4627,3.5682,4.2009
中债国债收益率曲线,2013-01-24,2.6764,2.6911,2.8383,3.1112,3.2417,3.4797,3.5816,4.2059
中债国债收益率曲线,2013-01-25,2.6636,2.7023,2.834,3.1074,3.2335,3.4793,3.5837,4.2061
中债国债收益率曲线,2013-01-28,2.6633,2.7135,2.8495,3.139,3.2551,3.4884,3.6042,4.2109
中债国债收益率曲线,2013-01-29,2.6744,2.7276,2.8226,3.1129,3.2627,3.4955,3.6116,4.214
中债国债收益率曲线,2013-01-30,2.7028,2.7427,2.8091,3.1274,3.2695,3.498,3.6053,4.209
中债国债收益率曲线,2013-01-31,2.7132,2.7427,2.8047,3.1129,3.2653,3.5002,3.6054,4.209
中债国债收益率曲线,2013-02-01,2.7086,2.7331,2.8064,3.1126,3.2633,3.4781,3.6004,4.2065
中债国债收益率曲线,2013-02-04,2.7134,2.7376,2.7824,3.1159,3.2687,3.4812,3.6016,4.2067
中债国债收益率曲线,2013-02-05,2.6937,2.7373,2.7709,3.1056,3.2724,3.4708,3.591,4.2018
中债国债收益率曲线,2013-02-06,2.6835,2.7376,2.7869,3.0956,3.273,3.4612,3.5922,4.2021
中债国债收益率曲线,2013-02-07,2.6842,2.7376,2.7883,3.0855,3.2659,3.471,3.5928,4.2026
中债国债收益率曲线,2013-02-08,2.6793,2.707,2.7658,3.066,3.2652,3.4656,3.5859,4.1994
中债国债收益率曲线,2013-02-16,2.5493,2.607,2.7161,3.0564,3.2656,3.4671,3.5922,4.2023
中债国债收益率曲线,2013-02-17,2.5442,2.5897,2.7117,3.051,3.2665,3.4644,3.5847,4.1989
中债国债收益率曲线,2013-02-18,2.6001,2.6246,2.722,3.066,3.2692,3.4723,3.5929,4.2024
中债国债收益率曲线,2013-02-19,2.6101,2.6299,2.7091,3.0613,3.2776,3.4772,3.5931,4.2054
中债国债收益率曲线,2013-02-20,2.61,2.6299,2.6929,3.0638,3.2652,3.4598,3.5632,4.1979
中债国债收益率曲线,2013-02-21,2.6067,2.63,2.7059,3.0672,3.2794,3.4627,3.5623,4.1925
中债国债收益率曲线,2013-02-22,2.6174,2.6393,2.7107,3.0828,3.2811,3.4747,3.5708,4.1944
中债国债收益率曲线,2013-02-25,2.6274,2.6493,2.7199,3.1081,3.2967,3.4792,3.5821,4.1973
中债国债收益率曲线,2013-02-26,2.6774,2.6865,2.7862,3.1082,3.3018,3.481,3.5948,4.1998
中债国债收益率曲线,2013-02-27,2.6674,2.6815,2.7528,3.1025,3.2928,3.4762,3.5904,4.1988
中债国债收益率曲线,2013-02-28,2.6874,2.7115,2.7612,3.1078,3.2978,3.4769,3.5957,4.2001
中债国债收益率曲线,2013-03-01,2.6962,2.734,2.7727,3.1136,3.3048,3.4744,3.5878,4.1982
